"number","en_name","jp_name","skill_id","jp_skill_name","en_skill_text","leader_id","jp_leader_name","en_leader_text","jp_name_normalized","jp_skill_name_normalized","jp_leader_name_normalized"
"2716","Smithing God, Hephaestus Dragon","鍛煉神・ヘパイストス＝ドラゴン","1909","クリエイトルーティン","Change Light orbs to Fire orbs, Dark orbs to Jammer orbs. Reduces cooldown of other skills by 2 turns.","2832","創具の神炎","Fire attribute cards ATK x2. God type cards HP x1.5, ATK x2.5.","鍛煉神ﾍﾊﾟｲｽﾄｽ=ﾄﾞﾗｺﾞﾝ","ｸﾘｴｲﾄﾙ-ﾃｲﾝ","創具の神炎"
"2717","White Rainbow Ark, Noah Dragon","聖舶神・ノア＝ドラゴン","1915","ホープ・オブ・ノア","Change all orbs to Water orbs. Inflict Poison damage equal to ATK x100 to all enemies every turn. Ignore enemy element and defense.","2859","護世の白虹","ATK x3 when simultaneously clearing 5 connected Water or Dark orbs. ATK x0.5 for each additional orb, up to ATK x6 at 11 connected orb. God type cards HP x1.5.","聖舶神ﾉｱ=ﾄﾞﾗｺﾞﾝ","ﾎ-ﾌﾟｵﾌﾞﾉｱ","護世の白虹"
"2718","Original Goddess, Gaia Dragon","起源神・ガイア＝ドラゴン","1893","エナジーゲイザー","35% damage reduction for 1 turn. Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs.","2806","大地の揺籃","ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4.5 for all 5 matches. Machine type cards HP x1.5, ATK x1.5.","起源神ｶﾞｲｱ=ﾄﾞﾗｺﾞﾝ","ｴﾅｼﾞ-ｹﾞｲｻﾞ-","大地の揺籃"
"2719","Almighty God, Zeus Dragon","全能神・ゼウス＝ドラゴン","1850","ラース・オブ・ゼウス","Reduce 35% of all enemies' HP. Ignore enemy element and defense. Increases time limit of orb movement by 2x for 1 turn.","2728","万物の霹靂","ATK x3 when attacking with 5 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x5 for each additional orb type, up to ATK x8 for all 6 matches. God type cards HP x1.5, ATK x1.5.","全能神ｾﾞｳｽ=ﾄﾞﾗｺﾞﾝ","ﾗ-ｽｵﾌﾞｾﾞｳｽ","万物の霹靂"
"272","Baby Match","ベビーマッチ","","","","248","太鼓の達人！","Turn orb sound effects into Taiko noises.","ﾍﾞﾋﾞ-ﾏﾂﾁ","","太鼓の達人"
"2720","Darkness Goddess, Hera Dragon","暗黒神・ヘラ＝ドラゴン","1925","アイズ・オブ・ヘラ","Reduce 30% of all enemies' HP. Ignore enemy element and defense. Randomly spawn 4 Dark & Heart orbs from non Dark & Heart orbs.","2879","艶羨の吐息","Matched attribute ATK x4 when matching exactly 5 connected orbs with at least 1 enhanced orb. God type cards HP x1.5, ATK x1.5.","暗黒神ﾍﾗ=ﾄﾞﾗｺﾞﾝ","ｱｲｽﾞｵﾌﾞﾍﾗ","艶羨の吐息"
"2721","Hephaestus","ヘパイストス","1786","創具の炎槌","Change Light orbs to Fire orbs, Dark orbs to Jammer orbs. Enhance Fire orbs. +6% per orb, up to +180% for full board.","2602","鍛煉神の巧妙","All attribute cards ATK x2.5 when reaching Fire & Fire combos. ATK x1.5 when simultaneously clearing 3 connected Jammer orbs.","ﾍﾊﾟｲｽﾄｽ","創具の炎槌","鍛煉神の巧妙"
"2722","Awoken Hephaestus","覚醒ヘパイストス","1786","創具の炎槌","Change Light orbs to Fire orbs, Dark orbs to Jammer orbs. Enhance Fire orbs. +6% per orb, up to +180% for full board.","2602","鍛煉神の巧妙","All attribute cards ATK x2.5 when reaching Fire & Fire combos. ATK x1.5 when simultaneously clearing 3 connected Jammer orbs.","覚醒ﾍﾊﾟｲｽﾄｽ","創具の炎槌","鍛煉神の巧妙"
"2723","Flamtan","ホノタン","","","","2727","スキル継承","This card is required for Skill Transfer.","ﾎﾉﾀﾝ","","ｽｷﾙ継承"
"2724","Bubtan","ミズタン","","","","2727","スキル継承","This card is required for Skill Transfer.","ﾐｽﾞﾀﾝ","","ｽｷﾙ継承"
"2725","Woodtan","モクタン","","","","2727","スキル継承","This card is required for Skill Transfer.","ﾓｸﾀﾝ","","ｽｷﾙ継承"
"2726","Shyntan","ヒカタン","","","","2727","スキル継承","This card is required for Skill Transfer.","ﾋｶﾀﾝ","","ｽｷﾙ継承"
"2727","Badtan","ヤミタン","","","","2727","スキル継承","This card is required for Skill Transfer.","ﾔﾐﾀﾝ","","ｽｷﾙ継承"
"2728","Maple","メイプル","51","ダブルドロップ変化・闇光","Change Light orbs to Dark orbs, Heart orbs to Light orbs.","2694","ドンだーのチカラ","All attribute cards ATK x2.5 when reaching 4 combos or above. Turn orb sound effects into Taiko noises.","ﾒｲﾌﾟﾙ","ﾀﾞﾌﾞﾙﾄﾞﾛﾂﾌﾟ変化闇光","ﾄﾞﾝだ-のﾁｶﾗ"
"2729","Donder Legend, Maple","伝説のドンだー・メイプル","51","ダブルドロップ変化・闇光","Change Light orbs to Dark orbs, Heart orbs to Light orbs.","2694","ドンだーのチカラ","All attribute cards ATK x2.5 when reaching 4 combos or above. Turn orb sound effects into Taiko noises.","伝説のﾄﾞﾝだ-ﾒｲﾌﾟﾙ","ﾀﾞﾌﾞﾙﾄﾞﾛﾂﾌﾟ変化闇光","ﾄﾞﾝだ-のﾁｶﾗ"
"273","Baby Match Plus","ベビーマッチプラス","99","クイックボム","Deal 99 damage to 1 enemy. Ignore enemy element and defense. Reduce enemies' defense by 50% for 1 turn. Effects carry forward on sweep.","248","太鼓の達人！","Turn orb sound effects into Taiko noises.","ﾍﾞﾋﾞ-ﾏﾂﾁﾌﾟﾗｽ","ｸｲﾂｸﾎﾞﾑ","太鼓の達人"
"2730","Takkun","タックン","819","ブレイクタイム","Delay 1 turn to all enemies. Change bottom-most row into Heart orbs.","2695","時空フォン","Increases time limit of orb movement by 5 seconds. Turn orb sound effects into Taiko noises.","ﾀﾂｸﾝ","ﾌﾞﾚｲｸﾀｲﾑ","時空ﾌｵﾝ"
"2731","Time Guardians, Takkun & Tikkun","時の守護者・タックン＆チックン","819","ブレイクタイム","Delay 1 turn to all enemies. Change bottom-most row into Heart orbs.","2695","時空フォン","Increases time limit of orb movement by 5 seconds. Turn orb sound effects into Taiko noises.","時の守護者ﾀﾂｸﾝ&ﾁﾂｸﾝ","ﾌﾞﾚｲｸﾀｲﾑ","時空ﾌｵﾝ"
"2732","","","","","","","","","","",""
"2733","","","","","","","","","","",""
"2734","LINKA","リンカ","1847","ナビゲートしますっ！","Randomly spawn 6 Light orbs from non Light orbs. Increases time limit of orb movement by 1.5x for 1 turn.","2720","リンクフィーバー","ATK x2 at 5 combos. ATK x1 for each additional combo, up to ATK x3 at 6 combos. Matched attribute ATK x2 when matching exactly 5 connected orbs with at least 1 enhanced orb.","ﾘﾝｶ","ﾅﾋﾞｹﾞ-ﾄしますっ","ﾘﾝｸﾌｲ-ﾊﾞ-"
"2735","GC Navigator, LINKA","GCナビゲーター・リンカ","1847","ナビゲートしますっ！","Randomly spawn 6 Light orbs from non Light orbs. Increases time limit of orb movement by 1.5x for 1 turn.","2720","リンクフィーバー","ATK x2 at 5 combos. ATK x1 for each additional combo, up to ATK x3 at 6 combos. Matched attribute ATK x2 when matching exactly 5 connected orbs with at least 1 enhanced orb.","GCﾅﾋﾞｹﾞ-ﾀ-ﾘﾝｶ","ﾅﾋﾞｹﾞ-ﾄしますっ","ﾘﾝｸﾌｲ-ﾊﾞ-"
"2736","Dragon Caller, Sonia Gran Reverse","龍喚士・ソニア＝グラン＝リバース","1805","パズル＆ドラゴンズW","Increases time limit of orb movement by 2x for 1 turn. Dragon type cards ATK x2 for 1 turn.","2642","裏・継界召龍律","Dragon type cards HP x1.35, ATK x1.35. ATK x2 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 for each additional orb type, up to ATK x4 for all 5 matches.","龍喚士ｿﾆｱ=ｸﾞﾗﾝ=ﾘﾊﾞ-ｽ","ﾊﾟｽﾞﾙ&ﾄﾞﾗｺﾞﾝｽﾞW","裏継界召龍律"
"2737","Dusking Dragon Caller, Sonia Gran Reverse","最果ての龍喚士・ソニア＝グラン＝リバース","1805","パズル＆ドラゴンズW","Increases time limit of orb movement by 2x for 1 turn. Dragon type cards ATK x2 for 1 turn.","2643","裏・五源龍星撃","Dragon type cards HP x1.5, ATK x1.5. ATK x2 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 for each additional orb type, up to ATK x4 for all 5 matches.","最果ての龍喚士ｿﾆｱ=ｸﾞﾗﾝ=ﾘﾊﾞ-ｽ","ﾊﾟｽﾞﾙ&ﾄﾞﾗｺﾞﾝｽﾞW","裏五源龍星撃"
"2738","Original Goddess of Decision, Gaia","断決の起源神・ガイア","282","ライフストリーム","35% damage reduction for 1 turn. Recover 4000 HP.","2644","スピリッツ・オブ・ガイア","Attacker type cards ATK x3.5.","断決の起源神ｶﾞｲｱ","ﾗｲﾌｽﾄﾘ-ﾑ","ｽﾋﾟﾘﾂﾂｵﾌﾞｶﾞｲｱ"
"2739","Reincarnated Burning Phoenix Knight, Homura","転生バーンフェニックスナイト・ホムラ","56","ドロップ変化・火","Change Water orbs to Fire orbs.","2880","鳳凰騎士の魂","Balanced type cards ATK x2.5, RCV x2.","転生ﾊﾞ-ﾝﾌｴﾆﾂｸｽﾅｲﾄﾎﾑﾗ","ﾄﾞﾛﾂﾌﾟ変化火","鳳凰騎士の魂"
"274","Devil Mermaid","アクマーメイド","","","","248","太鼓の達人！","Turn orb sound effects into Taiko noises.","ｱｸﾏ-ﾒｲﾄﾞ","","太鼓の達人"
"2740","","","","","","","","","","",""
"2741","Reincarnated Ancient Dragon Knight, Zeal","転生エンシェントドラゴンナイト・セロ","77","ドロップ変化・木","Change Fire orbs to Wood orbs.","2645","古龍騎士の魂","Dragon type cards ATK x3.5.","転生ｴﾝｼｴﾝﾄﾄﾞﾗｺﾞﾝﾅｲﾄｾﾛ","ﾄﾞﾛﾂﾌﾟ変化木","古龍騎士の魂"
"2742","Reincarnated Godly Knight of the Sky, Verche","転生スカイゴッドナイト・ヴァーチェ","38","ドロップ変化・光","Change Dark orbs to Light orbs.","2646","天空騎士の魂","God type cards ATK x2.5, RCV x2.","転生ｽｶｲｺﾞﾂﾄﾞﾅｲﾄｳﾞｱ-ﾁｴ","ﾄﾞﾛﾂﾌﾟ変化光","天空騎士の魂"
"2743","Reincarnated Chaos Dragon Knight, Voice","転生カオスドラゴンナイト・ヴォイス","21","ドロップ変化・闇","Change Light orbs to Dark orbs.","2647","冥龍騎士の魂","Dragon type cards HP x2, ATK x2.5.","転生ｶｵｽﾄﾞﾗｺﾞﾝﾅｲﾄｳﾞｵｲｽ","ﾄﾞﾛﾂﾌﾟ変化闇","冥龍騎士の魂"
"2744","Enthusiast Red Dragonbound, Gadius","忘我の赤龍契士・ガディウス","1138","サンライズゾーン","Change all orbs to Fire, Light & Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.","1201","継界龍合・セディン","All attribute cards ATK x3 when reaching 1 set of Heart combo. ATK x3.5 for each additional combo, up to ATK x6.5 when reaching 2 combos.","忘我の赤龍契士ｶﾞﾃﾞｲｳｽ","ｻﾝﾗｲｽﾞｿﾞ-ﾝ","継界龍合ｾﾃﾞｲﾝ"
"2745","Chaotic Black Dragonbound, Typhon","滅法の黒龍契士・ティフォン","1139","サンセットゾーン","Change all orbs to Fire, Water & Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.","1202","継界龍合・ドルヴァ","ATK x2 when simultaneously clearing 3 connected Heart orbs. ATK x1.5 for each additional orb, up to ATK x6.5 at 6 connected orb.","滅法の黒龍契士ﾃｲﾌｵﾝ","ｻﾝｾﾂﾄｿﾞ-ﾝ","継界龍合ﾄﾞﾙｳﾞｱ"
"2746","One Eyed Black Beast Demon, Zuoh","隻眼の獄幻魔・ズオー","1141","カオティックコール","Change all orbs to Fire, Wood & Dark orbs.","1204","奈落の渇望","All attribute cards ATK x3.5 when reaching Dark, Dark & Wood or Dark & Wood & Wood combos. ATK x2.5 for each additional combo, up to ATK x6 when reaching Dark, Dark, Wood & Wood 4 combos combination.","隻眼の獄幻魔ｽﾞｵ-","ｶｵﾃｲﾂｸｺ-ﾙ","奈落の渇望"
"2747","Awoken Ares","覚醒アレス","1926","レイジングブレイズ","Change Water & Heart orbs to Fire orbs. Increase skyfall chance of Fire orbs by 15% for 2 turn.","2881","戦軍の神恵","Fire attribute cards HP x2, ATK x2. All attribute cards ATK x2 when reaching Fire & Wood combos.","覚醒ｱﾚｽ","ﾚｲｼﾞﾝｸﾞﾌﾞﾚｲｽﾞ","戦軍の神恵"
"2748","Awoken Hermes","覚醒ヘルメス","1839","ドリームウォーター","Change Wood & Heart orbs to Water orbs. Increase skyfall chance of Water orbs by 15% for 2 turns.","2710","商業の神恵","Water attribute cards HP x2, ATK x2. All attribute cards ATK x2 when reaching Water & Fire combos.","覚醒ﾍﾙﾒｽ","ﾄﾞﾘ-ﾑｳｵ-ﾀ-","商業の神恵"
"2749","Awoken Artemis","覚醒アルテミス","1806","ルナティックストーム","Change Fire & Heart orbs to Wood orbs. Increase skyfall chance of Wood orbs by 15% for 2 turns.","2648","狩猟の神恵","Wood attribute cards HP x2, ATK x2. All attribute cards ATK x2 when reaching Wood & Water combos.","覚醒ｱﾙﾃﾐｽ","ﾙﾅﾃｲﾂｸｽﾄ-ﾑ","狩猟の神恵"
"275","Devil Mermaid Plus","アクマーメイドプラス","25","キュアー","Recover RCV x10 HP. Bind recovery for 3 turns. All attribute cards RCV x1.5 for 7 turns.","248","太鼓の達人！","Turn orb sound effects into Taiko noises.","ｱｸﾏ-ﾒｲﾄﾞﾌﾟﾗｽ","ｷﾕｱ-","太鼓の達人"
"2750","Awoken Apollo","覚醒アポロン","1840","サンライトハーモニー","Change Dark & Heart orbs to Light orbs. Increase skyfall chance of Light orbs by 15% for 2 turns.","2711","閃光の神感","Light attribute cards HP x1.5, ATK x1.5, RCV x1.5. All attribute cards ATK x2.5 when reaching Light & Wood combos.","覚醒ｱﾎﾟﾛﾝ","ｻﾝﾗｲﾄﾊ-ﾓﾆ-","閃光の神感"
"2751","Awoken Persephone","覚醒ペルセポネ","1927","ネザーワールドスター","Change Light & Heart orbs to Dark orbs. Increase skyfall chance of Dark orbs by 15% for 2 turns.","2882","暗黒の神感","Dark attribute cards HP x1.5, ATK x1.5, RCV x1.5. All attribute cards ATK x2.5 when reaching Water & Dark combos.","覚醒ﾍﾟﾙｾﾎﾟﾈ","ﾈｻﾞ-ﾜ-ﾙﾄﾞｽﾀ-","暗黒の神感"
"2752","Celestial Guardian Dragon, Avalon Drake","天空の守護龍・アヴァロンドレイク","487","オーバードガイア","Change all orbs to Wood & Light orbs.","537","ニルヴァーナソウル","Wood attribute & God type cards HP x2, ATK x2.","天空の守護龍ｱｳﾞｱﾛﾝﾄﾞﾚｲｸ","ｵ-ﾊﾞ-ﾄﾞｶﾞｲｱ","ﾆﾙｳﾞｱ-ﾅｿｳﾙ"
"2753","","","","","","","","","","",""
"2754","","","","","","","","","","",""
"2755","四君子, Xiang Mei","四君子・シャンメイ","1901","紅の時節","Randomly spawn 6 Heart orbs from non Fire & Heart orbs. Reduces cooldown of other skills by 1 turn.","2825","優雅の矜持","Healer type cards HP x1.5, ATK x2. All attribute cards ATK x3 when reaching 2 set of Heart combos. ATK x1.5 for each additional combo, up to ATK x4.5 when reaching 3 combos.","四君子ｼﾔﾝﾒｲ","紅の時節","優雅の矜持"
"2756","紅蘭の君子, Xiang Mei","紅蘭の君子・シャンメイ","1901","紅の時節","Randomly spawn 6 Heart orbs from non Fire & Heart orbs. Reduces cooldown of other skills by 1 turn.","2825","優雅の矜持","Healer type cards HP x1.5, ATK x2. All attribute cards ATK x3 when reaching 2 set of Heart combos. ATK x1.5 for each additional combo, up to ATK x4.5 when reaching 3 combos.","紅蘭の君子ｼﾔﾝﾒｲ","紅の時節","優雅の矜持"
"2757","","","","","","","","","","",""
"2758","","","","","","","","","","",""
"2759","","","","","","","","","","",""
"276","Buzz Cut Goblin","ごぶがりゴブリン","","","","248","太鼓の達人！","Turn orb sound effects into Taiko noises.","ごぶがりｺﾞﾌﾞﾘﾝ","","太鼓の達人"
"2760","","","","","","","","","","",""
"2761","四君子, Xin Hua","四君子・シンファ","1928","紫の時節","Randomly spawn 3 Dark & Heart orbs from non Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.","2883","高潔の矜持","Balanced type cards ATK x1.5, RCV x1.5. ATK x2 when simultaneously clearing 5 connected Heart orbs. ATK x1 for each additional orb, up to ATK x6 at 9 connected orb.","四君子ｼﾝﾌｱ","紫の時節","高潔の矜持"
"2762","紫梅の君子, Xin Hua","紫梅の君子・シンファ","1928","紫の時節","Randomly spawn 3 Dark & Heart orbs from non Dark & Heart orbs. Reduces cooldown of other skills by 1 turn.","2883","高潔の矜持","Balanced type cards ATK x1.5, RCV x1.5. ATK x2 when simultaneously clearing 5 connected Heart orbs. ATK x1 for each additional orb, up to ATK x6 at 9 connected orb.","紫梅の君子ｼﾝﾌｱ","紫の時節","高潔の矜持"
"2763","","","","","","","","","","",""
"2764","Cloud & Fenrir","クラウド＆フェンリル","1206","興味ないね","Change right-most column into Light orbs. Reduces cooldown of other skills by 1 turn.","2729","超究武神覇斬","Attacker & Machine type cards HP x2, ATK x1.5. Fire, Water, Wood, Light & Dark attribute cards ATK x3 on the turn a skill is used. ( Multiple skills will not stack )","ｸﾗｳﾄﾞ&ﾌｴﾝﾘﾙ","興味ないね","超究武神覇斬"
"2765","片翼の天使, Sephiroth","片翼の天使・セフィロス","1207","オレは選ばれし者","Reduces cooldown of other skills by 2 turns. Enhance Fire, Water, Wood, Light, Dark & Heart orbs. +6% per orb.","2730","スーパーノヴァ","ATK x2 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x1 for each additional orb type, up to ATK x3 for all 5 matches. Attacker & Devil type cards ATK x3, RCV x1.5.","片翼の天使ｾﾌｲﾛｽ","ｵﾚは選ばれし者","ｽ-ﾊﾟ-ﾉｳﾞｱ"
"2766","覚悟の召喚士, Yuna","覚悟の召喚士・ユウナ","1213","私、召喚士になれました","50% damage reduction for 1 turn. Reduces cooldown of other skills by 1 turn.","2731","限界突破ヴァルファーレ召喚","ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light, Dark & Heart. ATK x1.5 at 6 combos. ATK x0.5 for each additional combo, up to ATK x2 at 7 combos.","覚悟の召喚士ﾕｳﾅ","私､召喚士になれました","限界突破ｳﾞｱﾙﾌｱ-ﾚ召喚"
"2767","Cecil","セシル","1851","これは、僕自身との戦いだ","Change all orbs to Heart, Light & Dark orbs.","2732","シャドウブリンガー","All attribute cards ATK x2 when reaching 2 set of Dark combos. ATK x2 for each additional combo, up to ATK x4 when reaching 3 combos.","ｾｼﾙ","これは､僕自身との戦いだ","ｼﾔﾄﾞｳﾌﾞﾘﾝｶﾞ-"
"2768","暗黒騎士, Cecil","暗黒騎士・セシル","1851","これは、僕自身との戦いだ","Change all orbs to Heart, Light & Dark orbs.","2733","暗黒","Dark attribute cards ATK x1.5, RCV x1.5. All attribute cards ATK x2.5 when reaching 2 set of Dark combos. ATK x2 for each additional combo, up to ATK x4.5 when reaching 3 combos.","暗黒騎士ｾｼﾙ","これは､僕自身との戦いだ","暗黒"
"2769","パラディン, Cecil","パラディン・セシル","1851","これは、僕自身との戦いだ","Change all orbs to Heart, Light & Dark orbs.","2734","セイクリッドクロス","Light attribute cards ATK x2.5, RCV x2. All attribute cards ATK x2 when reaching Light & Dark combos.","ﾊﾟﾗﾃﾞｲﾝｾｼﾙ","これは､僕自身との戦いだ","ｾｲｸﾘﾂﾄﾞｸﾛｽ"
"277","Buzz Cut Goblin Plus","ごぶがりゴブリンプラス","16","鉄壁の構え","50% damage reduction for 5 turns.","248","太鼓の達人！","Turn orb sound effects into Taiko noises.","ごぶがりｺﾞﾌﾞﾘﾝﾌﾟﾗｽ","鉄壁の構え","太鼓の達人"
"2770","Bartz","バッツ","1852","親父に習った技さ","Change left-most column into Wood orbs and the right-most column into Wood orbs. Reduces cooldown of other skills by 1 turn.","2735","魔法剣二刀流","All attribute cards ATK x3 when reaching Wood & Wood combos.","ﾊﾞﾂﾂ","親父に習った技さ","魔法剣二刀流"
"2771","探究の風, Bartz","探求の風・バッツ","1852","親父に習った技さ","Change left-most column into Wood orbs and the right-most column into Wood orbs. Reduces cooldown of other skills by 1 turn.","2736","魔法剣二刀流みだれうち","Balanced type cards HP x1.5. All attribute cards ATK x3 when reaching Wood & Wood combos.","探求の風ﾊﾞﾂﾂ","親父に習った技さ","魔法剣二刀流みだれうち"
"2772","Tina","ティナ","1853","幻獣達よ…私を受け入れて","Reduces cooldown of other skills by 1 turn. Change left-most column into Fire orbs and the right-most column into Light orbs.","2737","魔導ミサイル","All attribute cards ATK x3 when reaching Fire & Light combos.","ﾃｲﾅ","幻獣達よ私を受け入れて","魔導ﾐｻｲﾙ"
"2773","トランス, Tina","トランス・ティナ","1853","幻獣達よ…私を受け入れて","Reduces cooldown of other skills by 1 turn. Change left-most column into Fire orbs and the right-most column into Light orbs.","2738","ライオットソード","Attacker type cards HP x1.5. All attribute cards ATK x3 when reaching Fire & Light combos.","ﾄﾗﾝｽﾃｲﾅ","幻獣達よ私を受け入れて","ﾗｲｵﾂﾄｿ-ﾄﾞ"
"2774","Shantotto","シャントット","1854","オーッホホホホホ！","Reduces cooldown of other skills by 1 turn. Change top-most row into Dark orbs and bottom-most row into Wood orbs.","2739","わたくし、ブチ切れますわよ","ATK x2.5 when simultaneously clearing 5 connected Wood or Dark orbs.","ｼﾔﾝﾄﾂﾄ","ｵ-ﾂﾎﾎﾎﾎﾎ","わたくし､ﾌﾞﾁ切れますわよ"
"2775","最凶の黒魔道士, Shantotto","最凶の黒魔道士・シャントット","1854","オーッホホホホホ！","Reduces cooldown of other skills by 1 turn. Change top-most row into Dark orbs and bottom-most row into Wood orbs.","2740","なんて他愛ないんでしょう！","ATK x2.5 when simultaneously clearing 5 connected Wood or Dark orbs. ATK x0.5 for each additional orb, up to ATK x3.5 at 7 connected orb.","最凶の黒魔道士ｼﾔﾝﾄﾂﾄ","ｵ-ﾂﾎﾎﾎﾎﾎ","なんて他愛ないんでしょう"
"2776","Vaan","ヴァン","1855","とっておきを見せてやる！","Reduces cooldown of other skills by 1 turn. Change top-most row into Light orbs and bottom-most row into Fire orbs.","2741","レッドスパイラル","Light attribute cards HP x1.5, ATK x1.5. ATK x1.5 when simultaneously clearing 4 connected Fire orbs.","ｳﾞｱﾝ","とっておきを見せてやる","ﾚﾂﾄﾞｽﾊﾟｲﾗﾙ"
"2777","かけだしの空賊, Vaan","かけだしの空賊・ヴァン","1855","とっておきを見せてやる！","Reduces cooldown of other skills by 1 turn. Change top-most row into Light orbs and bottom-most row into Fire orbs.","2742","メルトクリムゾン","Light attribute cards HP x2, ATK x1.5. ATK x2 when simultaneously clearing 4 connected Fire orbs.","かけだしの空賊ｳﾞｱﾝ","とっておきを見せてやる","ﾒﾙﾄｸﾘﾑｿﾞﾝ"
"2778","Lightning","ライトニング","1856","前だけ見てろ","Deal 10000 damage to all enemies. Ignore enemy element and defense. Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs.","2743","シーンドライブ","ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 when simultaneously clearing 5 connected Light orbs.","ﾗｲﾄﾆﾝｸﾞ","前だけ見てろ","ｼ-ﾝﾄﾞﾗｲﾌﾞ"
"2779","女神の騎士, Lightning","女神の騎士・ライトニング","1856","前だけ見てろ","Deal 10000 damage to all enemies. Ignore enemy element and defense. Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs.","2744","シーンドライブ改","ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x2 when simultaneously clearing 5 connected Light orbs. ATK x0.5 for each additional orb, up to ATK x2.5 at 6 connected orb.","女神の騎士ﾗｲﾄﾆﾝｸﾞ","前だけ見てろ","ｼ-ﾝﾄﾞﾗｲﾌﾞ改"
"278","Note Reaper","音符のしにがみ","","","","248","太鼓の達人！","Turn orb sound effects into Taiko noises.","音符のしにがみ","","太鼓の達人"
"2780","解放者, Lightning","解放者・ライトニング","1856","前だけ見てろ","Deal 10000 damage to all enemies. Ignore enemy element and defense. Change all orbs to Fire, Water & Wood & Light & Dark & Heart orbs.","2745","OVERCLOCK シーンドライブ","ATK x4 when attacking with 4 of following orb types: Fire, Water, Wood, Light & Dark. ATK x0.5 for each additional orb type, up to ATK x4.5 for all 5 matches. ATK x2 when simultaneously clearing 5 connected Light orbs. ATK x0.5 for each additional orb, up to ATK x2.5 at 6 connected orb.","解放者ﾗｲﾄﾆﾝｸﾞ","前だけ見てろ","OVERCLOCKｼ-ﾝﾄﾞﾗｲﾌﾞ"
"2781","Y'shtola","ヤ・シュトラ","1857","行くわよ、集中なさい！","Reduces cooldown of other skills by 1 turn. Change Dark orbs to Water orbs, Fire orbs to Heart orbs.","2746","ストンラスキン","ATK x2.5 when simultaneously clearing 5 connected Heart orbs. Reduce damage taken by 50% after matching Heal orbs in a cross formation.","ﾔｼﾕﾄﾗ","行くわよ､集中なさい","ｽﾄﾝﾗｽｷﾝ"
"2782","暁の血盟, Y'shtola","暁の血盟・ヤ・シュトラ","1857","行くわよ、集中なさい！","Reduces cooldown of other skills by 1 turn. Change Dark orbs to Water orbs, Fire orbs to Heart orbs.","2747","エーテリアルパルス","ATK x2.5 when simultaneously clearing 5 connected Heart orbs. ATK x0.5 for each additional orb, up to ATK x3 at 6 connected orb. Reduce damage taken by 50% after matching Heal orbs in a cross formation.","暁の血盟ﾔｼﾕﾄﾗ","行くわよ､集中なさい","ｴ-ﾃﾘｱﾙﾊﾟﾙｽ"
"2783","Rein","レイン","1858","それが騎士の信条だ！","Reduces cooldown of other skills by 1 turn. 75% damage reduction for 1 turn.","2748","ブレイジングストーム","Fire attribute cards HP x1.5, ATK x1.5, RCV x1.5.","ﾚｲﾝ","それが騎士の信条だ","ﾌﾞﾚｲｼﾞﾝｸﾞｽﾄ-ﾑ"
"2784","王国の騎士, Rein","王国の騎士・レイン","1858","それが騎士の信条だ！","Reduces cooldown of other skills by 1 turn. 75% damage reduction for 1 turn.","2749","シャイニングノヴァ","Fire attribute cards HP x2, ATK x1.5, RCV x1.5.","王国の騎士ﾚｲﾝ","それが騎士の信条だ","ｼﾔｲﾆﾝｸﾞﾉｳﾞｱ"
"2785","アルティミシア","アルティミシア","1859","ヘル・ジャッジメント","Inflict Dark nuke damage equal to team Light ATK x5 to 1 enemy. Change Heart orbs to Jammer orbs.","2750","なぜ魔女の邪魔をする！","ATK x2 when simultaneously clearing 3 connected Jammer orbs. ATK x0.5 for each additional orb, up to ATK x3 at 5 connected orb. Increases time limit of orb movement by 1 seconds.","ｱﾙﾃｲﾐｼｱ","ﾍﾙｼﾞﾔﾂｼﾞﾒﾝﾄ","なぜ魔女の邪魔をする"
"2786","トランス・クジャ","トランス・クジャ","1860","フレアスター","Inflict Dark nuke damage equal to team Fire ATK x10 to 1 enemy. Randomly spawn 8 Fire orbs from non Fire orbs.","2751","何もかも無くなるがいい！","Attacker type cards HP x1.5, RCV x1.5. Fire, Water, Wood, Light & Dark attribute cards ATK x2 on the turn a skill is used. ( Multiple skills will not stack )","ﾄﾗﾝｽｸｼﾞﾔ","ﾌﾚｱｽﾀ-","何もかも無くなるがいい"
